kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,kp_20,kp_21,kp_22,kp_23,kp_24,kp_25,kp_26,kp_27,kp_28,kp_29,kp_30,kp_31,kp_32,kp_33,kp_34,kp_35,kp_36,kp_37,kp_38,kp_39,kp_40,kp_41,kp_42,kp_43,kp_44,kp_45,kp_46,kp_47,kp_48,kp_49,kp_50,label
0.5699115795649704,0.820271971099436,0.478538606417083,0.7859121356697452,0.8418171556266548,0.17391522314966856,0.1766492637254376,0.4808353463100812,0.5704819554541621,0.4407067715720234,0.3611606163340024,0.6127952929009247,0.10166520987993621,0.874458624690994,0.28566327055041774,0.8336790148664057,0.18721179562760482,0.2904697456356581,0.28789896087000033,0.8969223233605169,0.10368043658070754,0.6117105674427966,0.7957492648486822,0.6378189232197894,0.3901870545735554,0.8666474901623479,0.8148166036712329,0.44716393619961425,0.5586627940889308,0.8740153502441926,0.8860482895411761,0.4598586205743618,0.7778800225144709,0.34158418156314907,0.7487251491722658,0.6659287531960905,0.6836738371106921,0.8627493209037436,0.8043126472028324,0.6924527442502412,0.7611638465446611,0.7492733839454727,0.9949440818141337,0.9414263348845517,0.7551865333535297,0.9655666315584133,0.7370541566512685,0.8671606050939438,0.986659998672845,0.7561115455954209,0.8719539860419735,0
0.5333683104432657,0.5062418403853668,0.48297791109454274,0.41085110711164746,0.5482319310267475,0.5217049594280009,0.45717690965421576,0.45192298281864396,0.5513441443070892,0.5150202129191365,0.4319850376739988,0.46348010867945244,0.5978645628682812,0.5501118881966415,0.5000285637612568,0.5011185459219802,0.3912309545212035,0.5653312223509879,0.47742906281071773,0.4595665926507241,0.5374986423335233,0.46850231791530184,0.4088517036670188,0.520490472270221,0.4242268867217265,0.497060258022237,0.5158804435873081,0.4861079917688662,0.4863316402612034,0.5775461827903579,0.5782649316784871,0.4541229775131763,0.4702621708135959,0.47300662848539077,0.613619752621425,0.7285261664105285,0.789807413405656,0.8943314788202313,0.7302645301970387,0.6778161062630974,0.6922479077014422,0.9564708316646858,0.6818881625669475,0.9516962670066041,0.7788395981951182,0.9737601729394105,0.7632368545218795,0.6710731735223269,0.819611971684535,0.835082641139627,0.8541957213093079,1
0.6059484663522323,0.5313526965780254,0.22049484809058992,0.4689619777057089,0.5358681237511954,0.8605996848338069,0.3932312435271649,0.8840792824863822,0.5338400592192676,0.29397539464244604,0.2533315096126463,0.2133559338081854,0.46234629645876246,0.11754114383113859,0.45603622665189236,0.8907237537247571,0.6360854365778132,0.7078288969603238,0.19520431257461004,0.47848068919207265,0.32897848082057113,0.8152780223912235,0.24503397761113002,0.4669866617093936,0.5704381746765103,0.5112328732628261,0.7641948223763259,0.2851625370557123,0.401912888338953,0.7336674372591621,0.5224571293894439,0.42169390851836586,0.12355401179586521,0.7027083392124875,0.9888728311867041,0.848114803795404,0.9426164882755178,0.8067502972779704,0.6926723861693458,0.6057768416940582,0.8613593070359957,0.7972435392992978,0.9128392588350406,0.8778729669741219,0.9951809472826258,0.8041250333648159,0.7708699158692037,0.714695875775718,0.7907445167165098,0.9491485912491688,0.6169758903166965,0
0.5632057562782871,0.5112134870790079,0.5287538861472872,0.4638694487842244,0.5398474994420127,0.5466986854331182,0.3751371523953545,0.5071339429713536,0.574504387742399,0.4664383180089716,0.39372598957904026,0.4986165067520291,0.5538020531882266,0.5200305670018545,0.501346889381616,0.4537178707373938,0.4450877982969089,0.5091385750646846,0.4970735213811734,0.5426253645584017,0.5220300608791396,0.4628468053519087,0.5128066425336464,0.5045210989423015,0.41679411220577944,0.4790434895029722,0.5030032185105168,0.49433156528734357,0.5157870225546921,0.5039175266166541,0.5170343262404342,0.508343510792524,0.4988386041985022,0.5079771786518223,0.6601180053477108,0.6783403107613055,0.7273500892449267,0.8035583068265091,0.6489679997585425,0.7206871487420943,0.7231175389531661,0.6016342619858851,0.7416674958665571,0.6464608800338686,0.7718845518649556,0.6786146949614996,0.9288456958772784,0.6322101411095294,0.94626417256728,0.8322106462098393,0.783456265279343,1
0.7071653209692784,0.7386282213187927,0.8630165920608033,0.7364459987158274,0.42608656257431277,0.7572068135184735,0.5069397056719507,0.32217122601485226,0.3423336545048099,0.27907391085071864,0.21599436625580273,0.2475923294829203,0.1505424399630555,0.810760691945909,0.8448062477192986,0.5694163139951164,0.772391645286948,0.24685688212251772,0.8213390601815881,0.5050892477044067,0.15373199408444407,0.21305019559532817,0.34718116862945375,0.13484606428380116,0.3474347024139549,0.14794434649511345,0.28882208415426014,0.3125358046851533,0.8954951810934352,0.2884373390109316,0.29134915915086423,0.649431174686708,0.7874859828131616,0.40964433008166923,0.9502472079762769,0.7360568082991028,0.6788063518460077,0.7318555297310894,0.843742549571197,0.7468572637248295,0.8691575215957155,0.6947743517689929,0.8803971575956595,0.7389753452993867,0.7823473486407738,0.8230980561771584,0.8744900012743975,0.6954854767394935,0.9343782149643242,0.8887370999020958,0.6936391676095998,0
0.620285121588689,0.673875614717167,0.7301401445718247,0.6869674475981056,0.461344129829263,0.22729675429756446,0.34778447990842176,0.26579724979364655,0.3891553234600018,0.4914648641459426,0.8672373373873968,0.8675702359914101,0.7156708167334853,0.8841122306906724,0.8984126526595673,0.8082053982389147,0.16360286656491044,0.4408352827714096,0.5272959848202737,0.19926606849251796,0.7469045017945001,0.21894673195902473,0.40666302031438717,0.15512974394230508,0.5196744703669144,0.5776331574677472,0.6881414801285437,0.3715691909463624,0.5724251996825448,0.6873178717283774,0.7096281191280193,0.3413134771600297,0.15416314414250004,0.1300955820412434,0.9072241138770335,0.7541755668724983,0.6535770651213406,0.6737955742085089,0.9064601899212494,0.839560800276306,0.8005612664654284,0.849203034249813,0.6549998216629697,0.7276168971640629,0.7496254069540289,0.7257991077519155,0.9457665248539745,0.8325684578610469,0.8917285629935574,0.6946824359502786,0.7056296149183001,0
0.6483161967276309,0.7575890621485769,0.4363513434236296,0.8201103610344028,0.1638711450803202,0.7720905313603599,0.7628585163514392,0.3575951170614119,0.338972149699692,0.3440759849228101,0.7491149698755287,0.7653227900881561,0.36377796706213406,0.5740722779555695,0.2111465835523636,0.4750229906248177,0.8990342806844306,0.22707131816499748,0.8580501119680471,0.7594037775720063,0.8777717207570159,0.24366300848842642,0.2708147923546914,0.11349374538788695,0.6797614503324845,0.6152757547489485,0.24245235065978568,0.7329159724336576,0.3393564049053803,0.20799645546450815,0.4380501320154785,0.17277587874148487,0.3105949250185973,0.39706668674187695,0.94074566980566,0.9170194965172885,0.7771017143002473,0.889830023100955,0.827459854471602,0.7363367420312272,0.890349737398114,0.8733996617865512,0.8476377768774408,0.8471822084173002,0.8731927969307907,0.7538182050570152,0.947630326027081,0.6649231381985843,0.9535541852956616,0.7369127372127977,0.650012646243449,0
0.6802671454905669,0.48473414072692234,0.5451635028766719,0.773077330997959,0.26551064436589467,0.8913484228220723,0.8200840734723153,0.3292422628808488,0.8143507340964481,0.7031649266374508,0.8446051775697214,0.6529081505005967,0.6395819063873269,0.10277152727802506,0.4796892229400451,0.2602148849427384,0.35926516733520586,0.8830525071970733,0.16840156626094133,0.677989176363034,0.2383558734966986,0.10592107159691865,0.5011349670783204,0.22897223900775449,0.8723730047852617,0.2629573896874369,0.2536282192278943,0.12573353972867052,0.3638557109431291,0.1192893399431993,0.4991093081945016,0.504488514261927,0.14259462965118877,0.292049821589933,0.9328425940577407,0.7850179091701466,0.7738440166343087,0.8795107789447192,0.8859527773957089,0.9047850403182746,0.9321929300344778,0.6929002585609478,0.6265522429117404,0.7521059514453283,0.9420391642492609,0.6312114657142271,0.8303815195211801,0.8804331796565573,0.7925628853129189,0.7020701774426432,0.7305237927293452,0
0.4835723374104851,0.49458325763153527,0.5729489908415919,0.5134711726027451,0.5283232742054768,0.513726809379164,0.5115730791249387,0.5154864751543504,0.40336329287155304,0.48750407575802357,0.5581130555285578,0.6971165505403343,0.43978455337302447,0.5211539980162176,0.47144767110628294,0.6023825951948425,0.4323108619604259,0.531246974515794,0.4296394450247905,0.4840716665969584,0.49828433346250955,0.5534845840869804,0.4461416586920736,0.5331691524423693,0.5009388861693973,0.5136396693142989,0.5479166357342571,0.4358721653497356,0.5405297486574296,0.47155475734552876,0.5547936727488413,0.516727881726894,0.4895235809241472,0.4704987015454589,0.8949948344664598,0.862023606936233,0.6776972485735031,0.742481172203884,0.7053773629950164,0.8453480679047372,0.73782729178351,0.7236216968001399,0.6829511921745367,0.7636108483658594,0.6782010360786215,0.985027834951053,0.6618007245981213,0.9653218859835105,0.7713892392626328,0.7511463966246889,0.6925279203619396,1
0.5362024437461392,0.5607830896337955,0.5431055428759,0.507453543462237,0.4796462263311377,0.543798774831566,0.3790449350742187,0.5633696169323597,0.5345005080981604,0.5819300110590214,0.4440204499018301,0.5581014801113476,0.5331780298009168,0.46962646208991166,0.49318236320689984,0.48968645116903314,0.481751632692217,0.4325675762301463,0.5587168082827172,0.45268337375273215,0.4475123648227046,0.5599582134159016,0.4298648442919562,0.48486824060714184,0.45028669462931414,0.5818364985469008,0.5571877458683321,0.45891608728587685,0.4501478950447543,0.5383619711160861,0.5216674905862241,0.4822959378946163,0.4776721395778786,0.48830625905719,0.8763767576067432,0.8438571170336695,0.9999288661445827,0.92083429774879,0.7715346132532956,0.8706445792652334,0.9271397814413408,0.805490610177318,0.7091485802940847,0.6840422569145479,0.7181125746454458,0.939227512667922,0.7521729489954941,0.7146656634265269,0.9223548911180324,0.6127681367098173,0.8375833083721369,1
